Date,Region,StockCode,Units_Sold,Current_Stock,Reorder_Triggered
2011-10-13,United Kingdom,22457,29,971,0
2011-10-14,United Kingdom,22457,17,954,0
2011-10-16,United Kingdom,22457,36,918,0
2011-10-17,United Kingdom,22457,29,889,0
2011-10-18,United Kingdom,22457,26,863,0
2011-10-19,United Kingdom,22457,79,784,0
2011-10-20,United Kingdom,22457,18,766,0
2011-10-21,United Kingdom,22457,14,752,0
2011-10-23,United Kingdom,22457,8,744,0
2011-10-24,United Kingdom,22457,16,728,0
2011-10-26,United Kingdom,22457,18,710,0
2011-10-27,United Kingdom,22457,22,688,0
2011-10-28,United Kingdom,22457,66,622,0
2011-10-30,United Kingdom,22457,11,611,0
2011-10-31,United Kingdom,22457,29,582,0
2011-11-01,United Kingdom,22457,12,570,0
2011-11-02,United Kingdom,22457,8,562,0
2011-11-03,United Kingdom,22457,29,533,0
2011-11-04,United Kingdom,22457,22,511,0
2011-11-06,United Kingdom,22457,39,472,0
2011-11-07,United Kingdom,22457,20,452,0
2011-11-08,United Kingdom,22457,49,403,0
2011-11-09,United Kingdom,22457,30,373,0
2011-11-10,United Kingdom,22457,81,292,0
2011-11-11,United Kingdom,22457,26,266,0
2011-11-13,United Kingdom,22457,27,239,0
2011-11-14,United Kingdom,22457,25,214,0
2011-11-15,United Kingdom,22457,39,175,1
2011-11-16,United Kingdom,22457,31,969,0
2011-11-17,United Kingdom,22457,22,947,0
2011-11-18,United Kingdom,22457,39,908,0
2011-11-20,United Kingdom,22457,5,903,0
2011-11-21,United Kingdom,22457,6,897,0
2011-11-22,United Kingdom,22457,15,882,0
2011-11-23,United Kingdom,22457,23,859,0
2011-11-24,United Kingdom,22457,54,805,0
2011-11-25,United Kingdom,22457,83,722,0
2011-11-27,United Kingdom,22457,14,708,0
2011-11-28,United Kingdom,22457,19,689,0
2011-11-29,United Kingdom,22457,39,650,0
2011-11-30,United Kingdom,22457,24,626,0
2011-12-01,United Kingdom,22457,96,530,0
2011-12-02,United Kingdom,22457,14,516,0
2011-12-04,United Kingdom,22457,36,480,0
2011-12-05,United Kingdom,22457,59,421,0
2011-12-06,United Kingdom,22457,13,408,0
2011-12-07,United Kingdom,22457,654,0,1
2011-12-08,United Kingdom,22457,41,959,0
2011-12-09,United Kingdom,22457,9,950,0
2010-12-01,United Kingdom,22469,111,889,0
2010-12-02,United Kingdom,22469,92,797,0
2010-12-03,United Kingdom,22469,55,742,0
2010-12-05,United Kingdom,22469,64,678,0
2010-12-06,United Kingdom,22469,87,591,0
2010-12-07,United Kingdom,22469,542,49,1
2010-12-08,United Kingdom,22469,59,941,0
2010-12-09,United Kingdom,22469,94,847,0
2010-12-10,United Kingdom,22469,43,804,0
2010-12-12,United Kingdom,22469,43,761,0
2010-12-13,United Kingdom,22469,156,605,0
2010-12-14,United Kingdom,22469,31,574,0
2010-12-15,United Kingdom,22469,115,459,0
2010-12-16,United Kingdom,22469,52,407,0
2010-12-17,United Kingdom,22469,48,359,0
2010-12-20,United Kingdom,22469,96,263,0
2010-12-21,United Kingdom,22469,41,222,0
2010-12-22,United Kingdom,22469,24,198,1
2010-12-23,United Kingdom,22469,43,957,0
2011-01-04,United Kingdom,22469,74,883,0
2011-01-05,United Kingdom,22469,151,732,0
2011-01-06,United Kingdom,22469,62,670,0
2011-01-07,United Kingdom,22469,52,618,0
2011-01-09,United Kingdom,22469,27,591,0
2011-01-10,United Kingdom,22469,49,542,0
2011-01-11,United Kingdom,22469,1405,0,1
2011-01-12,United Kingdom,22469,19,981,0
2011-01-13,United Kingdom,22469,46,935,0
2011-01-14,United Kingdom,22469,18,917,0
2011-01-16,United Kingdom,22469,37,880,0
2011-01-17,United Kingdom,22469,197,683,0
2011-01-18,United Kingdom,22469,42,641,0
2011-01-19,United Kingdom,22469,54,587,0
2011-01-20,United Kingdom,22469,19,568,0
2011-01-21,United Kingdom,22469,62,506,0
2011-01-23,United Kingdom,22469,31,475,0
2011-01-24,United Kingdom,22469,118,357,0
2011-01-25,United Kingdom,22469,148,209,0
2011-01-26,United Kingdom,22469,183,26,1
2011-01-27,United Kingdom,22469,16,984,0
2011-01-28,United Kingdom,22469,21,963,0
2011-01-30,United Kingdom,22469,45,918,0
2011-01-31,United Kingdom,22469,20,898,0
2011-02-01,United Kingdom,22469,87,811,0
2011-02-02,United Kingdom,22469,86,725,0
2011-02-03,United Kingdom,22469,105,620,0
2011-02-04,United Kingdom,22469,55,565,0
2011-02-06,United Kingdom,22469,3,562,0
2011-02-07,United Kingdom,22469,13,549,0
2011-02-08,United Kingdom,22469,62,487,0
2011-02-09,United Kingdom,22469,27,460,0
2011-02-10,United Kingdom,22469,43,417,0
2011-02-11,United Kingdom,22469,47,370,0
2011-02-13,United Kingdom,22469,14,356,0
2011-02-14,United Kingdom,22469,28,328,0
2011-02-15,United Kingdom,22469,38,290,0
2011-02-16,United Kingdom,22469,120,170,1
2011-02-17,United Kingdom,22469,30,970,0
2011-02-18,United Kingdom,22469,1,969,0
2011-02-20,United Kingdom,22469,10,959,0
2011-02-21,United Kingdom,22469,15,944,0
2011-02-22,United Kingdom,22469,21,923,0
2011-02-23,United Kingdom,22469,105,818,0
2011-02-24,United Kingdom,22469,100,718,0
2011-02-25,United Kingdom,22469,86,632,0
2011-02-27,United Kingdom,22469,103,529,0
2011-02-28,United Kingdom,22469,48,481,0
2011-03-01,United Kingdom,22469,65,416,0
2011-03-02,United Kingdom,22469,36,380,0
2011-03-03,United Kingdom,22469,45,335,0
2011-03-04,United Kingdom,22469,4,331,0
2011-03-06,United Kingdom,22469,10,321,0
2011-03-07,United Kingdom,22469,40,281,0
2011-03-08,United Kingdom,22469,29,252,0
2011-03-09,United Kingdom,22469,606,0,1
2011-03-10,United Kingdom,22469,20,980,0
2011-03-11,United Kingdom,22469,1,979,0
2011-03-15,United Kingdom,22469,1,978,0
2011-03-17,United Kingdom,22469,4,974,0
2011-03-20,United Kingdom,22469,3,971,0
2011-03-29,United Kingdom,22469,66,905,0
2011-03-30,United Kingdom,22469,1,904,0
2011-03-31,United Kingdom,22469,1,903,0
2011-04-04,United Kingdom,22469,5,898,0
2011-04-05,United Kingdom,22469,2,896,0
2011-04-08,United Kingdom,22469,5,891,0
2011-04-18,United Kingdom,22469,30,861,0
2011-05-17,United Kingdom,22469,338,523,0
2011-05-18,United Kingdom,22469,29,494,0
2011-05-19,United Kingdom,22469,196,298,0
2011-05-20,United Kingdom,22469,95,203,0
2011-05-22,United Kingdom,22469,101,102,1
2011-05-23,United Kingdom,22469,89,911,0
2011-05-24,United Kingdom,22469,148,763,0
2011-05-25,United Kingdom,22469,123,640,0
2011-05-26,United Kingdom,22469,801,0,1
2011-05-27,United Kingdom,22469,24,976,0
2011-05-29,United Kingdom,22469,20,956,0
2011-05-31,United Kingdom,22469,45,911,0
2011-06-01,United Kingdom,22469,78,833,0
2011-06-02,United Kingdom,22469,106,727,0
2011-06-03,United Kingdom,22469,94,633,0
2011-06-05,United Kingdom,22469,98,535,0
2011-06-06,United Kingdom,22469,99,436,0
2011-06-07,United Kingdom,22469,64,372,0
2011-06-08,United Kingdom,22469,106,266,0
2011-06-09,United Kingdom,22469,47,219,0
2011-06-10,United Kingdom,22469,3,216,0
2011-06-12,United Kingdom,22469,35,181,1
2011-06-13,United Kingdom,22469,36,964,0
2011-06-14,United Kingdom,22469,74,890,0
2011-06-15,United Kingdom,22469,57,833,0
2011-06-16,United Kingdom,22469,68,765,0
2011-06-19,United Kingdom,22469,26,739,0
2011-06-20,United Kingdom,22469,43,696,0
2011-06-22,United Kingdom,22469,43,653,0
2011-06-23,United Kingdom,22469,36,617,0
2011-06-24,United Kingdom,22469,17,600,0
2011-06-26,United Kingdom,22469,3,597,0
2011-06-27,United Kingdom,22469,53,544,0
2011-06-28,United Kingdom,22469,27,517,0
2011-06-29,United Kingdom,22469,56,461,0
2011-06-30,United Kingdom,22469,80,381,0
2011-07-01,United Kingdom,22469,2,379,0
2011-07-03,United Kingdom,22469,6,373,0
2011-07-04,United Kingdom,22469,8,365,0
2011-07-05,United Kingdom,22469,254,111,1
2011-07-06,United Kingdom,22469,6,994,0
2011-07-07,United Kingdom,22469,26,968,0
2011-07-08,United Kingdom,22469,30,938,0
2011-07-10,United Kingdom,22469,12,926,0
2011-07-11,United Kingdom,22469,27,899,0
2011-07-12,United Kingdom,22469,149,750,0
2011-07-13,United Kingdom,22469,70,680,0
2011-07-14,United Kingdom,22469,15,665,0
2011-07-15,United Kingdom,22469,12,653,0
2011-07-17,United Kingdom,22469,26,627,0
2011-07-18,United Kingdom,22469,14,613,0
2011-07-19,United Kingdom,22469,19,594,0
2011-07-20,United Kingdom,22469,31,563,0
2011-07-21,United Kingdom,22469,77,486,0
2011-07-22,United Kingdom,22469,23,463,0
2011-07-24,United Kingdom,22469,98,365,0
2011-07-25,United Kingdom,22469,7,358,0
2011-07-26,United Kingdom,22469,19,339,0
2011-07-27,United Kingdom,22469,2,337,0
2011-07-28,United Kingdom,22469,91,246,0
2011-07-29,United Kingdom,22469,4,242,0
2011-07-31,United Kingdom,22469,2,240,0
2011-08-03,United Kingdom,22469,39,201,0
2011-08-04,United Kingdom,22469,91,110,1
2011-08-05,United Kingdom,22469,38,962,0
2011-08-07,United Kingdom,22469,7,955,0
2011-08-08,United Kingdom,22469,34,921,0
2011-08-09,United Kingdom,22469,36,885,0
2011-08-11,United Kingdom,22469,56,829,0
2011-08-12,United Kingdom,22469,13,816,0
2011-08-14,United Kingdom,22469,10,806,0
2011-08-15,United Kingdom,22469,12,794,0
2011-08-16,United Kingdom,22469,12,782,0
2011-08-17,United Kingdom,22469,12,770,0
2011-08-18,United Kingdom,22469,26,744,0
2011-08-19,United Kingdom,22469,12,732,0
2011-08-21,United Kingdom,22469,4,728,0
2011-08-22,United Kingdom,22469,36,692,0
2011-08-23,United Kingdom,22469,12,680,0
2011-08-24,United Kingdom,22469,45,635,0
2011-08-25,United Kingdom,22469,12,623,0
2011-08-26,United Kingdom,22469,12,611,0
2011-08-30,United Kingdom,22469,56,555,0
2011-08-31,United Kingdom,22469,1,554,0
2011-09-01,United Kingdom,22469,56,498,0
2011-09-02,United Kingdom,22469,15,483,0
2011-09-04,United Kingdom,22469,2,481,0
2011-09-05,United Kingdom,22469,27,454,0
2011-09-06,United Kingdom,22469,36,418,0
2011-09-07,United Kingdom,22469,31,387,0
2011-09-08,United Kingdom,22469,17,370,0
2011-09-09,United Kingdom,22469,68,302,0
2011-09-11,United Kingdom,22469,58,244,0
2011-09-12,United Kingdom,22469,72,172,1
2011-09-13,United Kingdom,22469,141,859,0
2011-09-14,United Kingdom,22469,52,807,0
2011-09-15,United Kingdom,22469,77,730,0
2011-09-16,United Kingdom,22469,14,716,0
2011-09-18,United Kingdom,22469,3,713,0
2011-09-19,United Kingdom,22469,5,708,0
2011-09-20,United Kingdom,22469,890,0,1
2011-09-21,United Kingdom,22469,27,973,0
2011-09-22,United Kingdom,22469,52,921,0
2011-09-23,United Kingdom,22469,18,903,0
2011-09-25,United Kingdom,22469,27,876,0
2011-09-26,United Kingdom,22469,13,863,0
2011-09-27,United Kingdom,22469,24,839,0
2011-09-28,United Kingdom,22469,80,759,0
2011-09-29,United Kingdom,22469,53,706,0
2011-09-30,United Kingdom,22469,29,677,0
2011-10-02,United Kingdom,22469,27,650,0
2011-10-03,United Kingdom,22469,154,496,0
2011-10-04,United Kingdom,22469,17,479,0
2011-10-05,United Kingdom,22469,51,428,0
2011-10-06,United Kingdom,22469,15,413,0
2011-10-07,United Kingdom,22469,12,401,0
2011-10-09,United Kingdom,22469,6,395,0
2011-10-10,United Kingdom,22469,13,382,0
2011-10-11,United Kingdom,22469,12,370,0
2011-10-12,United Kingdom,22469,6,364,0
2011-10-13,United Kingdom,22469,1,363,0
2011-10-14,United Kingdom,22469,26,337,0
2011-10-16,United Kingdom,22469,30,307,0
2011-10-17,United Kingdom,22469,34,273,0
2011-10-18,United Kingdom,22469,28,245,0
2011-10-19,United Kingdom,22469,18,227,0
2011-10-20,United Kingdom,22469,25,202,0
2011-10-21,United Kingdom,22469,162,40,1
2011-10-23,United Kingdom,22469,17,983,0
2011-10-24,United Kingdom,22469,72,911,0
2011-10-25,United Kingdom,22469,17,894,0
2011-10-26,United Kingdom,22469,61,833,0
2011-10-27,United Kingdom,22469,59,774,0
2011-10-28,United Kingdom,22469,26,748,0
2011-10-30,United Kingdom,22469,134,614,0
2011-10-31,United Kingdom,22469,36,578,0
2011-11-01,United Kingdom,22469,50,528,0
2011-11-02,United Kingdom,22469,3,525,0
2011-11-03,United Kingdom,22469,696,0,1
2011-11-04,United Kingdom,22469,135,865,0
2011-11-06,United Kingdom,22469,86,779,0
2011-11-07,United Kingdom,22469,79,700,0
2011-11-08,United Kingdom,22469,53,647,0
2011-11-09,United Kingdom,22469,6,641,0
2011-11-10,United Kingdom,22469,78,563,0
2011-11-11,United Kingdom,22469,20,543,0
2011-11-13,United Kingdom,22469,31,512,0
2011-11-14,United Kingdom,22469,119,393,0
2011-11-15,United Kingdom,22469,17,376,0
2011-11-16,United Kingdom,22469,48,328,0
2011-11-17,United Kingdom,22469,34,294,0
2011-11-18,United Kingdom,22469,89,205,0
2011-11-20,United Kingdom,22469,42,163,1
2011-11-21,United Kingdom,22469,31,969,0
2011-11-22,United Kingdom,22469,48,921,0
2011-11-23,United Kingdom,22469,81,840,0
2011-11-24,United Kingdom,22469,19,821,0
2011-11-25,United Kingdom,22469,26,795,0
2011-11-27,United Kingdom,22469,8,787,0
2011-11-28,United Kingdom,22469,655,132,1
2011-11-29,United Kingdom,22469,40,960,0
2011-11-30,United Kingdom,22469,45,915,0
2011-12-01,United Kingdom,22469,34,881,0
2011-12-02,United Kingdom,22469,26,855,0
2011-12-04,United Kingdom,22469,9,846,0
2011-12-05,United Kingdom,22469,52,794,0
2011-12-06,United Kingdom,22469,16,778,0
2011-12-07,United Kingdom,22469,3,775,0
2011-12-08,United Kingdom,22469,14,761,0
2011-12-09,United Kingdom,22469,13,748,0
2010-12-01,United Kingdom,22470,47,953,0
2010-12-02,United Kingdom,22470,15,938,0
2010-12-03,United Kingdom,22470,15,923,0
2010-12-05,United Kingdom,22470,94,829,0
2010-12-06,United Kingdom,22470,34,795,0
2010-12-07,United Kingdom,22470,462,333,0
2010-12-08,United Kingdom,22470,35,298,0
2010-12-09,United Kingdom,22470,33,265,0
2010-12-10,United Kingdom,22470,44,221,0
2010-12-12,United Kingdom,22470,17,204,0
2010-12-13,United Kingdom,22470,73,131,1
2010-12-14,United Kingdom,22470,25,975,0
2010-12-15,United Kingdom,22470,98,877,0
2010-12-16,United Kingdom,22470,7,870,0
2010-12-17,United Kingdom,22470,30,840,0
2010-12-20,United Kingdom,22470,41,799,0
2010-12-21,United Kingdom,22470,1,798,0
2010-12-22,United Kingdom,22470,12,786,0
2010-12-23,United Kingdom,22470,1,785,0
2011-01-04,United Kingdom,22470,26,759,0
2011-01-05,United Kingdom,22470,27,732,0
2011-01-06,United Kingdom,22470,34,698,0
2011-01-07,United Kingdom,22470,24,674,0
2011-01-09,United Kingdom,22470,28,646,0
2011-01-10,United Kingdom,22470,12,634,0
2011-01-11,United Kingdom,22470,1292,0,1
2011-01-12,United Kingdom,22470,12,988,0
2011-01-13,United Kingdom,22470,6,982,0
2011-01-14,United Kingdom,22470,10,972,0
2011-01-16,United Kingdom,22470,36,936,0
2011-01-17,United Kingdom,22470,22,914,0
2011-01-19,United Kingdom,22470,3,911,0
2011-01-20,United Kingdom,22470,1,910,0
2011-01-21,United Kingdom,22470,33,877,0
2011-01-23,United Kingdom,22470,16,861,0
2011-01-24,United Kingdom,22470,22,839,0
2011-01-25,United Kingdom,22470,41,798,0
2011-01-26,United Kingdom,22470,15,783,0
2011-01-27,United Kingdom,22470,26,757,0
2011-01-28,United Kingdom,22470,26,731,0
2011-01-30,United Kingdom,22470,39,692,0
2011-01-31,United Kingdom,22470,14,678,0
2011-02-01,United Kingdom,22470,32,646,0
2011-02-02,United Kingdom,22470,66,580,0
2011-02-03,United Kingdom,22470,37,543,0
2011-02-04,United Kingdom,22470,2,541,0
2011-02-07,United Kingdom,22470,39,502,0
2011-02-08,United Kingdom,22470,24,478,0
2011-02-09,United Kingdom,22470,10,468,0
2011-02-10,United Kingdom,22470,70,398,0
2011-02-11,United Kingdom,22470,29,369,0
2011-02-13,United Kingdom,22470,18,351,0
2011-02-14,United Kingdom,22470,7,344,0
2011-02-15,United Kingdom,22470,1,343,0
2011-02-16,United Kingdom,22470,94,249,0
2011-02-17,United Kingdom,22470,29,220,0
2011-02-18,United Kingdom,22470,3,217,0
2011-02-20,United Kingdom,22470,8,209,0
2011-02-21,United Kingdom,22470,4,205,0
2011-02-22,United Kingdom,22470,28,177,1
2011-02-23,United Kingdom,22470,49,951,0
2011-02-24,United Kingdom,22470,14,937,0
2011-02-25,United Kingdom,22470,73,864,0
2011-02-27,United Kingdom,22470,66,798,0
2011-02-28,United Kingdom,22470,6,792,0
2011-03-01,United Kingdom,22470,17,775,0
2011-03-02,United Kingdom,22470,15,760,0
2011-03-03,United Kingdom,22470,1,759,0
2011-03-04,United Kingdom,22470,1,758,0
2011-03-06,United Kingdom,22470,10,748,0
2011-03-07,United Kingdom,22470,14,734,0
2011-03-08,United Kingdom,22470,12,722,0
2011-03-09,United Kingdom,22470,8,714,0
2011-03-10,United Kingdom,22470,6,708,0
2011-03-11,United Kingdom,22470,1,707,0
2011-04-17,United Kingdom,22470,2,705,0
2011-05-17,United Kingdom,22470,122,583,0
2011-05-18,United Kingdom,22470,50,533,0
2011-05-19,United Kingdom,22470,55,478,0
2011-05-20,United Kingdom,22470,41,437,0
2011-05-22,United Kingdom,22470,47,390,0
2011-05-23,United Kingdom,22470,22,368,0
2011-05-24,United Kingdom,22470,447,0,1
2011-05-25,United Kingdom,22470,20,980,0
2011-05-26,United Kingdom,22470,363,617,0
2011-05-27,United Kingdom,22470,24,593,0
2011-05-29,United Kingdom,22470,19,574,0
2011-05-31,United Kingdom,22470,15,559,0
2011-06-01,United Kingdom,22470,33,526,0
2011-06-02,United Kingdom,22470,73,453,0
2011-06-03,United Kingdom,22470,54,399,0
2011-06-05,United Kingdom,22470,52,347,0
2011-06-06,United Kingdom,22470,68,279,0
2011-06-07,United Kingdom,22470,21,258,0
2011-06-08,United Kingdom,22470,37,221,0
2011-06-09,United Kingdom,22470,28,193,1
2011-06-10,United Kingdom,22470,6,994,0
2011-06-12,United Kingdom,22470,22,972,0
2011-06-13,United Kingdom,22470,8,964,0
2011-06-14,United Kingdom,22470,18,946,0
2011-06-15,United Kingdom,22470,20,926,0
2011-06-16,United Kingdom,22470,8,918,0
2011-06-19,United Kingdom,22470,6,912,0
2011-06-20,United Kingdom,22470,1,911,0
2011-06-21,United Kingdom,22470,14,897,0
2011-06-22,United Kingdom,22470,8,889,0
2011-06-23,United Kingdom,22470,25,864,0
2011-06-24,United Kingdom,22470,18,846,0
2011-06-27,United Kingdom,22470,12,834,0
2011-06-28,United Kingdom,22470,15,819,0
2011-06-29,United Kingdom,22470,8,811,0
2011-06-30,United Kingdom,22470,10,801,0
2011-07-03,United Kingdom,22470,4,797,0
2011-07-04,United Kingdom,22470,8,789,0
2011-07-05,United Kingdom,22470,36,753,0
2011-07-06,United Kingdom,22470,11,742,0
2011-07-07,United Kingdom,22470,60,682,0
2011-07-08,United Kingdom,22470,18,664,0
2011-07-10,United Kingdom,22470,9,655,0
2011-07-11,United Kingdom,22470,1,654,0
2011-07-12,United Kingdom,22470,150,504,0
2011-07-13,United Kingdom,22470,2,502,0
2011-07-14,United Kingdom,22470,7,495,0
2011-07-15,United Kingdom,22470,2,493,0
2011-07-17,United Kingdom,22470,6,487,0
2011-07-18,United Kingdom,22470,32,455,0
2011-07-19,United Kingdom,22470,1,454,0
2011-07-20,United Kingdom,22470,2,452,0
2011-07-21,United Kingdom,22470,14,438,0
2011-07-22,United Kingdom,22470,1,437,0
2011-07-24,United Kingdom,22470,13,424,0
2011-07-25,United Kingdom,22470,36,388,0
2011-07-26,United Kingdom,22470,10,378,0
2011-07-27,United Kingdom,22470,13,365,0
2011-07-28,United Kingdom,22470,115,250,0
2011-07-29,United Kingdom,22470,8,242,0
2011-07-31,United Kingdom,22470,3,239,0
2011-08-01,United Kingdom,22470,1,238,0
2011-08-03,United Kingdom,22470,16,222,0
2011-08-04,United Kingdom,22470,4,218,0
2011-08-05,United Kingdom,22470,28,190,1
2011-08-07,United Kingdom,22470,16,984,0
2011-08-08,United Kingdom,22470,16,968,0
2011-08-09,United Kingdom,22470,14,954,0
2011-08-10,United Kingdom,22470,1,953,0
2011-08-11,United Kingdom,22470,25,928,0
2011-08-12,United Kingdom,22470,20,908,0
2011-08-14,United Kingdom,22470,12,896,0
2011-08-15,United Kingdom,22470,6,890,0
2011-08-16,United Kingdom,22470,4,886,0
2011-08-17,United Kingdom,22470,23,863,0
2011-08-21,United Kingdom,22470,4,859,0
2011-08-22,United Kingdom,22470,24,835,0
2011-08-23,United Kingdom,22470,23,812,0
2011-08-24,United Kingdom,22470,1,811,0
2011-08-25,United Kingdom,22470,9,802,0
2011-08-28,United Kingdom,22470,11,791,0
2011-08-30,United Kingdom,22470,19,772,0
2011-08-31,United Kingdom,22470,7,765,0
2011-09-01,United Kingdom,22470,32,733,0
2011-09-02,United Kingdom,22470,3,730,0
2011-09-04,United Kingdom,22470,2,728,0
2011-09-05,United Kingdom,22470,13,715,0
2011-09-07,United Kingdom,22470,12,703,0
2011-09-08,United Kingdom,22470,9,694,0
2011-09-09,United Kingdom,22470,17,677,0
2011-09-11,United Kingdom,22470,13,664,0
2011-09-12,United Kingdom,22470,23,641,0
2011-09-13,United Kingdom,22470,12,629,0
2011-09-15,United Kingdom,22470,26,603,0
2011-09-16,United Kingdom,22470,18,585,0
2011-09-18,United Kingdom,22470,88,497,0
2011-09-19,United Kingdom,22470,14,483,0
2011-09-20,United Kingdom,22470,666,0,1
2011-09-21,United Kingdom,22470,12,988,0
2011-09-22,United Kingdom,22470,22,966,0
2011-09-23,United Kingdom,22470,19,947,0
2011-09-25,United Kingdom,22470,42,905,0
2011-09-26,United Kingdom,22470,6,899,0
2011-09-27,United Kingdom,22470,34,865,0
2011-09-28,United Kingdom,22470,8,857,0
2011-09-29,United Kingdom,22470,22,835,0
2011-09-30,United Kingdom,22470,16,819,0
2011-10-02,United Kingdom,22470,15,804,0
2011-10-03,United Kingdom,22470,121,683,0
2011-10-04,United Kingdom,22470,29,654,0
2011-10-05,United Kingdom,22470,24,630,0
2011-10-06,United Kingdom,22470,30,600,0
2011-10-07,United Kingdom,22470,20,580,0
2011-10-09,United Kingdom,22470,17,563,0
2011-10-10,United Kingdom,22470,17,546,0
2011-10-11,United Kingdom,22470,7,539,0
2011-10-12,United Kingdom,22470,7,532,0
2011-10-13,United Kingdom,22470,15,517,0
2011-10-14,United Kingdom,22470,18,499,0
2011-10-16,United Kingdom,22470,23,476,0
2011-10-17,United Kingdom,22470,38,438,0
2011-10-18,United Kingdom,22470,11,427,0
2011-10-19,United Kingdom,22470,16,411,0
2011-10-20,United Kingdom,22470,2,409,0
2011-10-23,United Kingdom,22470,13,396,0
2011-10-24,United Kingdom,22470,43,353,0
2011-10-25,United Kingdom,22470,2,351,0
2011-10-27,United Kingdom,22470,15,336,0
2011-10-28,United Kingdom,22470,37,299,0
2011-10-30,United Kingdom,22470,61,238,0
2011-10-31,United Kingdom,22470,30,208,0
2011-11-01,United Kingdom,22470,9,199,1
2011-11-02,United Kingdom,22470,12,988,0
2011-11-03,United Kingdom,22470,256,732,0
2011-11-04,United Kingdom,22470,135,597,0
2011-11-06,United Kingdom,22470,44,553,0
2011-11-07,United Kingdom,22470,59,494,0
2011-11-08,United Kingdom,22470,24,470,0
2011-11-09,United Kingdom,22470,6,464,0
2011-11-10,United Kingdom,22470,53,411,0
2011-11-11,United Kingdom,22470,9,402,0
2011-11-13,United Kingdom,22470,21,381,0
2011-11-14,United Kingdom,22470,8,373,0
2011-11-15,United Kingdom,22470,27,346,0
2011-11-16,United Kingdom,22470,24,322,0
2011-11-17,United Kingdom,22470,8,314,0
2011-11-18,United Kingdom,22470,19,295,0
2011-11-20,United Kingdom,22470,17,278,0
2011-11-21,United Kingdom,22470,22,256,0
2011-11-22,United Kingdom,22470,103,153,1
2011-11-23,United Kingdom,22470,19,981,0
2011-11-24,United Kingdom,22470,1,980,0
2011-11-25,United Kingdom,22470,7,973,0
2011-11-27,United Kingdom,22470,4,969,0
2011-11-28,United Kingdom,22470,767,202,0
2011-11-29,United Kingdom,22470,36,166,1
2011-11-30,United Kingdom,22470,14,986,0
2011-12-01,United Kingdom,22470,25,961,0
2011-12-02,United Kingdom,22470,19,942,0
2011-12-05,United Kingdom,22470,25,917,0
2011-12-06,United Kingdom,22470,15,902,0
2011-12-07,United Kingdom,22470,16,886,0
2011-12-08,United Kingdom,22470,6,880,0
2010-12-01,United Kingdom,22666,16,984,0
2010-12-02,United Kingdom,22666,13,971,0
2010-12-03,United Kingdom,22666,4,967,0
2010-12-05,United Kingdom,22666,79,888,0
2010-12-06,United Kingdom,22666,40,848,0
2010-12-07,United Kingdom,22666,12,836,0
2010-12-08,United Kingdom,22666,10,826,0
2010-12-09,United Kingdom,22666,25,801,0
2010-12-10,United Kingdom,22666,5,796,0
2010-12-13,United Kingdom,22666,10,786,0
2010-12-14,United Kingdom,22666,55,731,0
2010-12-15,United Kingdom,22666,42,689,0
2010-12-16,United Kingdom,22666,7,682,0
2010-12-17,United Kingdom,22666,18,664,0
2010-12-19,United Kingdom,22666,5,659,0
2010-12-20,United Kingdom,22666,3,656,0
2010-12-21,United Kingdom,22666,16,640,0
2010-12-22,United Kingdom,22666,11,629,0
2010-12-23,United Kingdom,22666,26,603,0
2011-01-04,United Kingdom,22666,6,597,0
2011-01-05,United Kingdom,22666,2,595,0
2011-01-06,United Kingdom,22666,3,592,0
2011-01-07,United Kingdom,22666,21,571,0
2011-01-09,United Kingdom,22666,4,567,0
2011-01-10,United Kingdom,22666,15,552,0
2011-01-11,United Kingdom,22666,8,544,0
2011-01-12,United Kingdom,22666,8,536,0
2011-01-13,United Kingdom,22666,7,529,0
2011-01-14,United Kingdom,22666,24,505,0
2011-01-16,United Kingdom,22666,8,497,0
2011-01-17,United Kingdom,22666,17,480,0
2011-01-18,United Kingdom,22666,5,475,0
2011-01-19,United Kingdom,22666,1,474,0
2011-01-20,United Kingdom,22666,4,470,0
2011-01-21,United Kingdom,22666,2,468,0
2011-01-23,United Kingdom,22666,3,465,0
2011-01-24,United Kingdom,22666,33,432,0
2011-01-25,United Kingdom,22666,7,425,0
2011-01-26,United Kingdom,22666,15,410,0
2011-01-27,United Kingdom,22666,12,398,0
2011-01-28,United Kingdom,22666,22,376,0
2011-01-30,United Kingdom,22666,3,373,0
2011-01-31,United Kingdom,22666,7,366,0
2011-02-01,United Kingdom,22666,10,356,0
2011-02-02,United Kingdom,22666,31,325,0
2011-02-03,United Kingdom,22666,6,319,0
2011-02-04,United Kingdom,22666,16,303,0
2011-02-06,United Kingdom,22666,2,301,0
2011-02-07,United Kingdom,22666,30,271,0
2011-02-08,United Kingdom,22666,64,207,0
2011-02-09,United Kingdom,22666,7,200,1
2011-02-10,United Kingdom,22666,6,994,0
2011-02-11,United Kingdom,22666,10,984,0
2011-02-13,United Kingdom,22666,5,979,0
2011-02-14,United Kingdom,22666,8,971,0
2011-02-15,United Kingdom,22666,8,963,0
2011-02-16,United Kingdom,22666,1,962,0
2011-02-17,United Kingdom,22666,23,939,0
2011-02-18,United Kingdom,22666,24,915,0
2011-02-20,United Kingdom,22666,11,904,0
2011-02-21,United Kingdom,22666,9,895,0
2011-02-22,United Kingdom,22666,14,881,0
